,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
64256,PG67891,The Two Great Canyons: Excerpts From Letters Written on a Western Journey,"Cole, Cyrenus",1863.0,1939.0,['en'],494,"{'Yellowstone National Park', 'Colorado River (Colo.-Mexico)', 'Grand Canyon (Ariz.)'}",
64257,PG67892,Suggestions for the Prevention of Juvenile Depravity,"Rotch, Benjamin",1793.0,1854.0,['en'],767,"{'Crime prevention -- Great Britain -- History -- 19th century -- Sources', 'Juvenile delinquency -- England -- History -- 19th century -- Sources'}",
64258,PG67893,"The Rover Boys Shipwrecked; or, A Thrilling Hunt for Pirates' Gold","Stratemeyer, Edward",1862.0,1930.0,['en'],779,"{'Shipwrecks -- Juvenile fiction', 'Atlantic Ocean -- Juvenile fiction', 'Robinsonades', 'Treasure troves -- Juvenile fiction', 'Pirates -- Juvenile fiction', 'Survival -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",
64261,PG67896,"Sun Hunting: Adventures and Observations Among the Native and Migratory Tribes of Florida, Including the Stoical Time-Killers of Palm Beach, the Gentle and Gregarious Tin-Canners of the Remote Interior, and the Vivacious and Semi-Violent Peoples of Miami and Its Purlieus","Roberts, Kenneth Lewis",1885.0,1957.0,['en'],989,{'Florida -- Description and travel'},
64263,PG67898,The Bungalow Boys on the Great Lakes,"Goldfrap, John Henry",1879.0,1917.0,['en'],574,{'Great Lakes Region (North America) -- Juvenile fiction'},
64264,PG67899,"The Motor Rangers on Blue Water; or, The Secret of the Derelict","Goldfrap, John Henry",1879.0,1917.0,['en'],520,"{'Derelicts -- Juvenile fiction', 'Sea stories', 'Boats and boating -- Juvenile fiction', 'Adventure stories', 'Schooners -- Juvenile fiction'}",
64267,PG67900,In the Dead of Night,"McIntyre, John T. (John Thomas)",1871.0,1951.0,['en'],1968,"{'Mystery fiction', 'New York (N.Y.) -- Fiction'}",
64270,PG67903,The Pillars of Hercules: A Narrative of Travels in Spain and Morocco in 1848; vol. 1,"Urquhart, David",1805.0,1877.0,['en'],665,"{'Morocco -- Description and travel', 'Spain -- Description and travel'}",
64271,PG67904,"The ""City Guard"": A History of Company ""B"" First Regiment Infantry, N. G. C. During the Sacremento Campaign, July 3 to 26, 1894: Including a Brief History of the Company Since Its Organization March 31, 1854, to July 3, 1894",California. Infantry. First Regiment. Company B,,,['en'],457,"{'Railroad Strike, Calif., 1894', 'California -- History -- 1850-1950', 'Railroads -- United States -- Employees', 'California. Infantry. First Regiment. Company B'}",
64272,PG67905,Count Zarka: A Romance,"Magnay, William, Sir",1855.0,1917.0,['en'],582,"{'English fiction -- 20th century', 'Adventure stories'}",
64273,PG67906,"A Hermit's Wild Friends; or, Eighteen Years in the Woods","Walton, Mason Augustus",1838.0,,['en'],898,"{'Animal behavior', 'Zoology'}",
64274,PG67907,"Robinson Crusoe, Told to the Children by John Lang","Defoe, Daniel",,1731.0,['en'],881,"{'Crusoe, Robinson (Fictitious character) -- Juvenile fiction', 'Islands -- Juvenile fiction', 'Atlantic Ocean -- Juvenile fiction', 'Shipwreck survival -- Juvenile fiction'}",
64280,PG67912,Modern Woman: Her Intentions,"Farr, Florence",1860.0,1917.0,['en'],991,"{'Marriage', 'Women -- Social conditions', 'Women -- History'}",
64281,PG67913,My Northern Exposure: The Kawa at the Pole,"Chappell, George S. (George Shepard)",1877.0,1946.0,['en'],604,"{'Burlesque (Literature)', 'Arctic regions -- Fiction'}",
64282,PG67914,Gerald Eversley's Friendship: A Study in Real Life,"Welldon, J. E. C. (James Edward Cowell)",1854.0,1937.0,['en'],338,"{'Friendship in youth -- Fiction', 'Endowed public schools (Great Britain) -- Fiction'}",
64283,PG67915,Sun,"Lawrence, D. H. (David Herbert)",1885.0,1930.0,['en'],1301,"{'Married women -- Fiction', 'Sun-baths -- Fiction', 'Americans -- Italy -- Fiction', 'Sicily (Italy) -- Fiction'}",
64287,PG67919,Three addresses on the relations subsisting between the white and colored people of the United States,"Douglass, Frederick",1818.0,1895.0,['en'],506,"{'African Americans -- Civil rights', 'United States -- Race relations'}",
64289,PG67920,A Further Investigation of the Symmetrical Chloride of Paranitroorthosulphobenzoic Acid,"Henderson, William Edwards",1870.0,,['en'],359,"{'Thesis (Ph. D.)', 'Ortho-sulfobenzoic acid'}",
64290,PG67921,Poseidon’s Paradise: The Romance of Atlantis,"Birkmaier, Elizabeth G.",1847.0,1912.0,['en'],865,"{'Atlantis (Legendary place) -- Fiction', 'Fantasy fiction'}",
64291,PG67922,"Cottages; or, Hints on Economical Building",,,,['en'],746,"{'Sanitation, Household', 'Architecture, Domestic', 'Cottages'}",
64292,PG67923,Lost Art,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],1344,"{'Science fiction', 'Martians -- Fiction', 'Electrical engineers -- Fiction', 'Mars (Planet) -- Fiction'}",
64294,PG67925,"The Prose Works of Percy Bysshe Shelley, Vol. 1 [of 2]","Shelley, Percy Bysshe",1792.0,1822.0,['en'],342,{'English prose literature'},
64295,PG67926,"The Prose Works of Percy Bysshe Shelley, Vol. 2 [of 2]","Shelley, Percy Bysshe",1792.0,1822.0,['en'],311,{'English prose literature'},
64297,PG67928,The Cruise of the Royal Mail Steamer Dunottar Castle Round Scotland on Her Trial Trip,"Dalgleish, Walter Scott",1834.0,1897.0,['en'],620,"{'Dunottar Castle (Ship)', 'Scotland -- Description and travel'}",
64298,PG67929,The Bridal Wreath,"Undset, Sigrid",1882.0,1949.0,['en'],479,"{'Norway -- Social life and customs -- Fiction', 'Women -- Norway -- Fiction', 'Historical fiction'}",
64304,PG67934,"The Black Cat, (Vol. I, No. 2, November 1895)",Various,,,['en'],979,set(),
64306,PG67936,Working Life of Women in the Seventeenth Century,"Clark, Alice",,,['en'],893,set(),
64308,PG67938,Through Russian Central Asia,"Graham, Stephen",1884.0,1975.0,['en'],1141,set(),
64313,PG67942,"USDA, Bulletin No. 1. (N.S.) The honey bee: a manual of instruction in apiculture","Benton, Frank",1853.0,1921.0,['en'],482,set(),
64315,PG67944,A Boy’s-Eye View of the Arctic,"Rawson, Kennett Longley",,,['en'],891,set(),
64317,PG67946,"Trotwood's Monthly, Vol. I, No. 2, November 1905",Various,,,['en'],437,set(),
64318,PG67947,A Handy Guide for Beggars: Especially Those of the Poetic Fraternity,"Lindsay, Vachel",1879.0,1931.0,['en'],782,set(),
64322,PG67950,"Marcus: or, The Boy-Tamer","Aimwell, Walter",1822.0,1859.0,['en'],101,set(),
64323,PG67951,"My Secret Service: Vienna, Sophia, Constantinople, Nish, Belgrade, Asia Minor, etc.","Kaiser, The Man Who Dined With The",,,['en'],207,set(),
64325,PG67953,Questions at Issue in Our English Speech,"Bowen, Edwin W. (Edwin Winfield)",1866.0,1953.0,['en'],136,set(),
64326,PG67954,"The Life of Clara Barton, Volume II (of 2): Founder of the American Red Cross","Barton, William E. (William Eleazar)",1861.0,1930.0,['en'],0,set(),
64329,PG67957,Mr. Keegan's Elopement,"Churchill, Winston",1871.0,1947.0,['en'],0,set(),
64330,PG67958,"The Yellow Hunter; or, The Winding Trail of Death: Beadle's Pocket Novels No. 69","Harbaugh, T. C. (Thomas Chalmers)",1849.0,1924.0,['en'],0,set(),
64331,PG67959,"On the Preparations of the Indian Hemp, or Gunjah (Cannabis Indica): Their Effects on the Animal System in Health, and Their Utility in the Treatment of Tetanus and Other Convulsive Diseases","O'Shaughnessy, W. B.",1809.0,1889.0,['en'],0,set(),
64333,PG67960,Tramping With A Poet in the Rockies,"Lindsay, Vachel",1879.0,1931.0,['en'],0,set(),
64335,PG67962,"Graham's Magazine, Vol. XXI, No. 1, July 1842",Various,,,['en'],0,set(),
64338,PG67965,"Aniwee: or, the Warrior Queen. A tale of the Araucanian Indians and the mythical Trauco people","Dixie, Florence, Lady",1855.0,1905.0,['en'],0,set(),
64340,PG67967,"Peter Parley's Annual, 1855: A Christmas and New Year's Present for Young People",Anonymous,,,['en'],0,set(),
64341,PG67968,How to Use and Enjoy Your New Frigidaire Refrigerator,Anonymous,,,['en'],0,set(),
64342,PG67969,Phallic Worship,Anonymous,,,['en'],0,set(),
64344,PG67970,Chinese Pottery and Porcelain: Vol I. Pottery and Early Wares,"Hobson, Robert L.",,,['en'],0,set(),
64345,PG67971,Getting Ready to be a Mother: a little book of information and advice for the young woman who is looking forward to motherhood,"Van Blarcom, Carolyn Conant",,,['en'],0,set(),
64346,PG67972,Moving Pictures: How They Are Made and Worked,"Talbot, Frederick Arthur Ambrose",1880.0,1924.0,['en'],0,set(),
64349,PG67975,"Graham's Magazine, Vol. XXI, No. 2, August 1842",Various,,,['en'],0,set(),
64351,PG67977,Not Under the Law,"Hill, Grace Livingston",1865.0,1947.0,['en'],1043,"{'Love stories', 'Christian fiction', 'Young women -- Fiction', 'Man-woman relationships -- Fiction', 'Nineteen twenties -- Fiction'}",
64352,PG67978,Prejudices: Fourth Series,"Mencken, H. L. (Henry Louis)",1880.0,1956.0,['en'],0,set(),
64353,PG67979,The Blue Castle: a novel,"Montgomery, L. M. (Lucy Maud)",1874.0,1942.0,['en'],0,set(),
64355,PG67980,The Life and Times of the Rev. Samuel Wesley: Rector of Epworth,"Tyerman, L. (Luke)",1819.0,1889.0,['en'],0,set(),
64358,PG67983,"Graham's Magazine, Vol. XXI, No. 3, September 1842",Various,,,['en'],0,set(),
64359,PG67984,Greek Lands and Letters,"Allinson, Anne Crosby Emery",,,['en'],0,set(),
64360,PG67985,Little Guzzy and Other Stories,"Habberton, John",1842.0,1921.0,['en'],0,set(),
64361,PG67986,"The Curlytops in the Woods: Or, Fun at the Lumber Camp","Garis, Howard Roger",1873.0,1962.0,['en'],0,set(),
64363,PG67988,The Vortex: A Play in Three Acts,"Coward, Noel",1899.0,1973.0,['en'],679,"{'England -- Social life and customs -- 20th century -- Drama', 'Mothers and sons -- Drama', 'Drug addicts -- Drama', 'Man-woman relationships -- Drama'}",
64364,PG67989,The Rambler Club Afloat,"Sheppard, W. Crispin (William Henry)",,,['en'],0,set(),
64366,PG67990,Toodle and Noodle Flat-tail: The Jolly Beaver Boys,"Garis, Howard Roger",1873.0,1962.0,['en'],0,set(),
64368,PG67992,Twentieth Century French Writers: Reviews and Reminiscences,"Robinson, A. Mary F. (Agnes Mary Frances)",1857.0,1944.0,['en'],0,set(),
64370,PG67994,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 113, Vol. III, February 27, 1886",Various,,,['en'],0,set(),
64371,PG67995,"Graham's Magazine, Vol. XXI, No. 4, October 1842",Various,,,['en'],0,set(),
64372,PG67996,The Angel and the Demon: A Tale,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],0,set(),
64374,PG67998,Beam Pirate,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64379,PG68000,Calling the Empress,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64380,PG68001,The Firing Line,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64381,PG68002,Identity,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64382,PG68003,The Long Way,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64384,PG68005,QRM-Interplanetary,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64385,PG68006,Recoil,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],150,set(),
64386,PG68007,Special Delivery,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64387,PG68008,Venus Equilateral,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64388,PG68009,The Last Lady of Mulberry: A Story of Italian New York,"Thomas, Henry Wilton",,,['en'],0,set(),
64391,PG68011,Etching in England: With 50 illustrations.,"Wedmore, Frederick, Sir",1844.0,1921.0,['en'],0,set(),
64393,PG68013,Fors Clavigera (Volume 5 of 8): Letters to the workmen and labourers of Great Britain,"Ruskin, John",1819.0,1900.0,['en'],0,set(),
64396,PG68016,"The Girl Avenger; or, The Beautiful Terror of the Maumee: Beadle's Pocket Series No. 89","Harbaugh, T. C. (Thomas Chalmers)",1849.0,1924.0,['en'],0,set(),
64397,PG68017,Hazel,"Ovington, Mary White",1865.0,1951.0,['en'],0,set(),
64398,PG68018,"The Peak in Darien, With Some Other Inquiries Touching Concerns of the Soul and the Body: An Octave of Essays","Cobbe, Frances Power",1822.0,1904.0,['en'],0,set(),
64399,PG68019,"The Yale Literary Magazine (Vol. LXXXVIII, No. 1)",(Students of Yale),,,['en'],0,set(),
64401,PG68020,"The Yale Literary Magazine (Vol. LXXXVIII, No. 2)",(Students of Yale),,,['en'],0,set(),
64402,PG68021,"The Yale Literary Magazine (Vol. LXXXVIII, No. 3)",(Students of Yale),,,['en'],0,set(),
64404,PG68023,"The Century Illustrated Monthly Magazine, Vol. LXXXV: New Series Vol. LXIII, November 1912 to April 1913",,,,['en'],0,set(),
64408,PG68027,"Graham's Magazine, Vol. XXI, No. 6, December 1842",Various,,,['en'],0,set(),
64409,PG68028,"The Yale Literary Magazine (Vol. LXXXVIII, No. 4, January 1923)",Various,,,['en'],0,set(),
64410,PG68029,"The Yale Literary Magazine (Vol. LXXXVIII, No. 5, February 1923)",Various,,,['en'],0,set(),
64412,PG68030,"The Yale Literary Magazine (Vol. LXXXVIII, No. 6, March 1923)",Various,,,['en'],0,set(),
64413,PG68031,"“How Can I Help to Abolish Slavery?” or, Counsels to the Newly Converted: Anti-Slavery Tracts No. 14","Chapman, Maria Weston",,,['en'],0,set(),
64415,PG68033,The Loves of the Lady Arabella,"Seawell, Molly Elliot",1860.0,1916.0,['en'],0,set(),
64416,PG68034,Memories by Admiral of the Fleet Lord Fisher,"Fisher, John",,,['en'],0,set(),
64417,PG68035,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 114, Vol. III, March 6, 1886",Various,,,['en'],0,set(),
64419,PG68037,With The Movie Makers,"Stearns, Myron M. (Myron Morris)",1884.0,1963.0,['en'],0,set(),
64420,PG68038,With our Army in Flanders,"Williams, Valentine",1883.0,1946.0,['en'],0,set(),
64421,PG68039,"The Tower of London, (Vol. 2 of 2)","Gower, Ronald Sutherland, Lord",1845.0,1916.0,['en'],0,set(),
64424,PG68041,"The West Point Rivals: or, Mark Mallory's Stratagem","Sinclair, Upton",1878.0,1968.0,['en'],0,set(),
64425,PG68042,"The Anti-Slavery Record, Volume 1, No. 7",Various,,,['en'],0,set(),
64426,PG68043,Fossil Plants: Vol. I,"Seward, A. C. (Albert Charles)",1863.0,1941.0,['en'],0,set(),
64427,PG68044,The Wanderings of an Elephant Hunter,"Bell, W. D. M.",,,['en'],0,set(),
64428,PG68045,She and He; Lavinia; Memoir: The masterpieces of George Sand. Vol. 20,"Sand, George",1804.0,1876.0,['en'],0,set(),
64429,PG68046,"The Yale Literary Magazine (Vol. LXXXVIII, No. 8)",(Students of Yale),,,['en'],0,set(),
64430,PG68047,Off the Beam,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],0,set(),
64431,PG68048,The Big Mogul,"Lincoln, Joseph Crosby",1870.0,1944.0,['en'],0,set(),
64435,PG68051,Mr. Carteret and Others,"Gray, David",1870.0,1968.0,['en'],0,set(),
64436,PG68052,"Address of President Roosevelt on the Occasion of the Laying of the Corner Stone of the Pilgrim Memorial Monument, Provincetown, Massachusetts, August 20, 1907","Roosevelt, Theodore",1858.0,1919.0,['en'],0,set(),
64437,PG68053,The Frugal Life: A Paradox,"Landi, Ortensio",,,['en'],0,set(),
64438,PG68054,Columbus and Other Heroes of American Discovery,"D'Anvers, N. (Nancy)",,,['en'],0,set(),
64439,PG68055,The Gary Schools,"Bourne, Randolph Silliman",1886.0,1918.0,['en'],0,set(),
64440,PG68056,Thoughts upon the African Slave Trade,"Newton, John, M.R.C.S.E.",,,['en'],0,set(),
64442,PG68058,"Dixie: A monthly magazine, Vol. I, No. 1, January 1899",Various,,,['en'],0,set(),
64445,PG68060,The political novel,"Blotner, Joseph",1923.0,2012.0,['en'],0,set(),
64446,PG68061,Lud-in-the-mist,"Mirrlees, Hope",1887.0,1978.0,['en'],0,set(),
64447,PG68062,The play that won,"Barbour, Ralph Henry",1870.0,1944.0,['en'],0,set(),
64448,PG68063,The Red Vineyard,"Murdoch, B. J.",,,['en'],0,set(),
64449,PG68064,Roman politics,"Abbott, Frank Frost",1860.0,1924.0,['en'],0,set(),
64452,PG68067,"Frank Reade, jr., with his new steam horse in the great American desert: or, The sandy trails of death","Senarens, Luis",1863.0,1939.0,['en'],397,set(),
64453,PG68068,Female affection,"Montagu, Basil",1770.0,1851.0,['en'],0,set(),
64454,PG68069,The principal girl,"Snaith, J. C. (John Collis)",1876.0,1936.0,['en'],29,set(),
64456,PG68070,"Address of President Roosevelt at Canton, Ohio, September 30, 1907","Roosevelt, Theodore",1858.0,1919.0,['en'],0,set(),
64457,PG68071,The Fir-Tree Fairy Book: Favorite Fairy Tales,,,,['en'],0,set(),
64458,PG68072,Masks: One act plays of contemporary life,"Middleton, George",1880.0,1967.0,['en'],0,set(),
64459,PG68073,"Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 115, Vol. III, March 13, 1886",Various,,,['en'],0,set(),
64460,PG68074,Old Indian trails,"McClintock, Walter",,,['en'],0,set(),
64461,PG68075,The Lenni Lenape: or Delaware Indians,"Walker, Edwin Robert",,,['en'],0,set(),
64463,PG68077,Observations on the Operation and Use of Mercury in the Venereal Disease,"Duncan, Andrew",,,['en'],0,set(),
64464,PG68078,"Chambers's journal of popular literature, science, and art, fifth series, No. 116, Vol. III, March 20, 1886",Various,,,['en'],0,set(),
64466,PG6807,"Pickle the Spy; Or, the Incognito of Prince Charles","Lang, Andrew",1844.0,1912.0,['en'],39,"{'Macdonell, Alastair Ruadh, 1725?-1761', 'Charles Edward, Prince, grandson of James II, King of England, 1720-1788', 'Jacobite Rebellion, 1745-1746'}",
